GeneId	shNC-1	shNC-2	shMIB1-1	shMIB1-2
ENSG00000170837	0	0	0	1
ENSG00000170846	296	374	393	275
ENSG00000170848	0	0	0	0
ENSG00000170852	542	710	462	469
ENSG00000170854	858	1107	992	725
ENSG00000170855	530	568	766	371
ENSG00000170858	0	0	0	0
ENSG00000170860	710	695	590	357
ENSG00000170871	468	836	644	733
ENSG00000170873	199	220	170	210
ENSG00000170876	904	1142	1220	1144
ENSG00000170881	770	1089	960	801
ENSG00000170889	9418	8421	9996	7996
ENSG00000170890	0	0	0	1
ENSG00000170891	0	0	0	0
ENSG00000170892	1203	1021	1150	848
ENSG00000170893	0	0	0	0
ENSG00000170899	20	27	13	30
ENSG00000170903	413	482	405	330
ENSG00000170906	418	398	567	410
ENSG00000170909	0	1	3	1
ENSG00000170915	138	215	144	209
ENSG00000170917	81	92	93	75
ENSG00000170919	123	138	147	161
ENSG00000170920	0	0	0	0
ENSG00000170921	1033	1618	1227	1734
ENSG00000170923	0	0	0	0
ENSG00000170925	2	1	1	0
ENSG00000170927	0	0	0	3
ENSG00000170929	0	0	0	0
ENSG00000170935	0	0	0	0
ENSG00000170946	300	417	386	321
ENSG00000170948	0	0	0	0
ENSG00000170949	308	443	399	361
ENSG00000170950	0	0	0	0
ENSG00000170953	0	0	0	0
ENSG00000170954	0	0	0	0
ENSG00000170955	70	38	70	59
ENSG00000170956	0	0	0	0
ENSG00000170959	4	5	7	4
ENSG00000170961	1	3	0	3
ENSG00000170962	0	0	0	0
ENSG00000170965	31	24	20	21
ENSG00000170967	0	0	0	0
ENSG00000170983	0	0	0	0
ENSG00000170989	4	2	1	2
ENSG00000171004	484	604	781	482
ENSG00000171014	0	0	0	0
ENSG00000171016	15	33	14	17
ENSG00000171017	315	419	341	384
ENSG00000171033	89	149	95	85
ENSG00000171044	0	0	0	0
ENSG00000171045	141	126	97	147
ENSG00000171049	0	0	0	0
ENSG00000171051	1	5	1	1
ENSG00000171053	0	0	0	0
ENSG00000171054	0	0	0	0
ENSG00000171055	225	273	296	247
ENSG00000171056	17	6	22	8
ENSG00000171060	0	0	0	0
ENSG00000171067	641	782	859	706
ENSG00000171084	88	139	118	89
ENSG00000171094	0	1	0	0
ENSG00000171097	146	106	85	91
ENSG00000171100	146	222	175	181
ENSG00000171101	0	0	0	0
ENSG00000171102	0	0	0	0
ENSG00000171103	185	247	230	166
ENSG00000171105	641	964	686	913
ENSG00000171109	967	1297	1101	969
ENSG00000171115	0	0	0	0
ENSG00000171116	4	8	5	7
ENSG00000171119	58	44	73	30
ENSG00000171121	0	0	0	0
ENSG00000171124	14	26	22	37
ENSG00000171126	17	16	19	20
ENSG00000171130	534	625	429	444
ENSG00000171132	194	270	291	291
ENSG00000171133	0	0	0	0
ENSG00000171135	591	644	705	557
ENSG00000171136	0	0	0	0
ENSG00000171148	1164	1560	1391	1458
ENSG00000171150	366	516	413	371
ENSG00000171155	267	315	301	248
ENSG00000171159	570	470	613	521
ENSG00000171160	36	71	58	43
ENSG00000171161	401	352	380	349
ENSG00000171163	493	515	589	487
ENSG00000171169	128	148	165	136
ENSG00000171174	18	11	17	18
ENSG00000171180	0	0	0	0
ENSG00000171189	0	0	0	0
ENSG00000171195	0	0	0	0
ENSG00000171199	0	0	0	0
ENSG00000171201	0	0	0	0
ENSG00000171202	149	165	192	112
ENSG00000171204	491	503	540	281
ENSG00000171206	804	919	1159	1217
ENSG00000171208	204	190	198	125
ENSG00000171209	0	0	0	0
ENSG00000171217	0	0	0	0
ENSG00000171219	740	832	1042	1026
ENSG00000171222	283	164	320	214
ENSG00000171223	2567	1687	2234	2291
ENSG00000171224	243	245	170	149
ENSG00000171227	41	34	29	22
ENSG00000171234	0	0	0	0
ENSG00000171236	5	7	9	10
ENSG00000171241	979	1135	1044	738
ENSG00000171243	0	0	0	1
ENSG00000171246	0	1	0	0
ENSG00000171262	1170	1536	1259	984
ENSG00000171291	0	0	0	0
ENSG00000171295	219	294	293	231
ENSG00000171298	2292	2441	3172	3763
ENSG00000171302	1411	1991	1790	2068
ENSG00000171303	14	7	17	9
ENSG00000171307	497	566	723	551
ENSG00000171310	445	586	709	633
ENSG00000171311	394	437	468	325
ENSG00000171314	9025	9375	12661	8868
ENSG00000171316	887	1243	1216	1250
ENSG00000171320	479	782	540	350
ENSG00000171345	13852	17521	22273	25853
ENSG00000171346	193	267	381	514
ENSG00000171357	0	0	0	0
ENSG00000171360	0	1	1	0
ENSG00000171365	274	367	251	228
ENSG00000171368	277	369	317	501
ENSG00000171385	64	69	72	95
ENSG00000171388	6	10	12	16
ENSG00000171396	0	0	0	0
ENSG00000171401	21	22	97	36
ENSG00000171402	0	0	0	0
ENSG00000171403	2	6	16	9
ENSG00000171405	0	0	0	0
ENSG00000171408	14	13	16	19
ENSG00000171421	459	448	436	242
ENSG00000171425	312	321	369	313
ENSG00000171428	83	104	163	124
ENSG00000171431	39	75	15	18
ENSG00000171433	0	1	0	1
ENSG00000171435	527	1100	511	784
ENSG00000171443	89	87	105	133
ENSG00000171444	671	891	657	739
ENSG00000171446	0	0	1	0
ENSG00000171448	76	121	130	75
ENSG00000171450	15	16	21	29
ENSG00000171451	0	0	0	0
ENSG00000171453	874	872	954	579
ENSG00000171456	1031	1486	1388	1372
ENSG00000171459	0	0	0	0
ENSG00000171462	24	12	26	13
ENSG00000171466	625	1043	784	772
ENSG00000171467	478	555	453	402
ENSG00000171469	455	660	583	507
ENSG00000171475	930	1231	1273	1428
ENSG00000171476	0	0	0	0
ENSG00000171478	0	0	0	0
ENSG00000171481	0	0	0	0
ENSG00000171483	0	0	0	0
ENSG00000171487	21	36	11	28
ENSG00000171488	410	532	457	367
ENSG00000171489	0	0	0	0
ENSG00000171490	3567	3939	3768	2462
ENSG00000171492	336	425	408	283
ENSG00000171495	0	0	0	0
ENSG00000171496	1	0	0	0
ENSG00000171497	1339	1534	924	687
ENSG00000171501	0	0	0	0
ENSG00000171502	5	6	5	6
ENSG00000171503	382	502	437	392
ENSG00000171505	0	0	0	0
ENSG00000171509	0	0	2	0
ENSG00000171517	719	776	689	626
ENSG00000171522	61	69	37	73
ENSG00000171530	1771	1616	2243	1230
ENSG00000171532	0	0	0	0
ENSG00000171533	0	0	0	0
ENSG00000171540	0	3	1	2
ENSG00000171551	0	0	0	0
ENSG00000171552	2612	3053	3401	2868
ENSG00000171557	2	0	1	0
ENSG00000171560	0	0	0	1
ENSG00000171561	0	0	0	0
ENSG00000171564	0	0	0	1
ENSG00000171566	1640	2017	1713	1253
ENSG00000171570	2	4	3	1
ENSG00000171574	260	241	237	159
ENSG00000171587	0	0	0	0
ENSG00000171595	0	0	1	1
ENSG00000171596	3	1	1	2
ENSG00000171603	3178	4224	4674	5084
ENSG00000171604	547	632	658	536
ENSG00000171606	197	270	339	323
ENSG00000171608	297	329	295	353
ENSG00000171611	0	0	0	0
ENSG00000171612	406	417	385	264
ENSG00000171617	1426	1556	1246	1120
ENSG00000171621	329	422	414	436
ENSG00000171631	5	9	9	17
ENSG00000171634	1864	2591	2360	2215
ENSG00000171643	0	0	0	0
ENSG00000171649	0	0	0	0
ENSG00000171657	0	0	0	0
ENSG00000171658	3	0	0	1
ENSG00000171659	0	0	0	0
ENSG00000171671	0	0	0	0
ENSG00000171680	681	682	942	1216
ENSG00000171681	795	1295	931	1053
ENSG00000171695	0	0	0	0
ENSG00000171700	244	229	290	232
ENSG00000171703	115	122	130	149
ENSG00000171711	0	0	0	0
ENSG00000171714	55	104	50	59
ENSG00000171720	1441	1744	1321	1341
ENSG00000171722	0	0	0	0
ENSG00000171723	445	574	521	444
ENSG00000171724	6	3	0	2
ENSG00000171729	275	315	266	191
ENSG00000171735	496	520	505	452
ENSG00000171747	2	1	1	3
ENSG00000171757	0	0	0	0
ENSG00000171759	3	11	4	14
ENSG00000171763	291	245	316	201
ENSG00000171766	32	53	46	39
ENSG00000171772	0	0	0	0
ENSG00000171773	0	0	0	0
ENSG00000171777	0	1	0	0
ENSG00000171786	4	5	6	6
ENSG00000171790	0	2	1	0
ENSG00000171791	60	66	53	56
ENSG00000171792	383	494	391	323
ENSG00000171793	1425	1670	1639	1032
ENSG00000171794	0	0	0	0
ENSG00000171798	65	92	88	130
ENSG00000171804	2	0	1	0
ENSG00000171806	54	94	86	83
ENSG00000171811	20	21	24	15
ENSG00000171812	0	1	0	0
ENSG00000171813	156	144	159	129
ENSG00000171815	0	0	0	0
ENSG00000171817	0	0	0	0
ENSG00000171819	0	0	0	0
ENSG00000171823	200	169	229	207
ENSG00000171824	1825	2144	2084	1621
ENSG00000171827	0	0	0	0
ENSG00000171840	0	1	0	1
ENSG00000171843	303	397	333	331
ENSG00000171847	14	11	15	12
ENSG00000171848	5180	6447	6765	4416
ENSG00000171853	218	199	275	184
ENSG00000171855	0	0	0	0
ENSG00000171858	4209	3132	4746	3007
ENSG00000171860	0	0	0	0
ENSG00000171861	481	520	516	390
ENSG00000171862	1135	1694	1596	1658
ENSG00000171863	11821	10069	12870	7399
ENSG00000171864	0	0	0	1
ENSG00000171865	984	1188	764	607
ENSG00000171867	1835	2590	2150	2001
ENSG00000171872	0	1	0	0
ENSG00000171873	0	0	0	0
ENSG00000171877	804	1168	907	905
ENSG00000171885	1	0	0	0
ENSG00000171889	7	9	8	6
ENSG00000171903	109	89	103	94
ENSG00000171914	285	384	446	401
ENSG00000171916	0	0	0	0
ENSG00000171928	668	819	434	435
ENSG00000171931	1	3	1	1
ENSG00000171936	0	0	0	0
ENSG00000171940	583	732	686	598
ENSG00000171942	0	0	3	1
ENSG00000171943	177	341	229	282
ENSG00000171944	0	0	0	0
ENSG00000171951	140	127	354	118
ENSG00000171953	296	300	338	250
ENSG00000171954	107	187	133	169
ENSG00000171956	0	0	0	0
ENSG00000171960	696	586	730	326
ENSG00000171962	13	18	4	7
ENSG00000171970	157	219	187	171
ENSG00000171984	12	18	17	9
ENSG00000171987	0	0	0	0
ENSG00000171988	1808	2718	2360	2292
ENSG00000171989	0	0	1	0
ENSG00000171992	339	443	313	649
ENSG00000171999	0	0	0	0
ENSG00000172000	0	0	0	0
ENSG00000172005	0	0	0	0
ENSG00000172006	67	43	57	53
ENSG00000172007	112	199	134	149
ENSG00000172009	1844	1788	1866	1580
ENSG00000172014	19	27	20	28
ENSG00000172016	0	0	0	0
ENSG00000172020	0	0	1	0
ENSG00000172023	0	0	0	0
ENSG00000172031	65	67	50	25
ENSG00000172037	1987	2376	2315	3823
ENSG00000172046	1614	1894	1645	1600
ENSG00000172053	3076	3935	3223	3298
ENSG00000172057	530	546	642	543
ENSG00000172058	13	6	77	8
ENSG00000172059	124	132	107	116
ENSG00000172061	6	7	4	5
ENSG00000172062	1548	1554	1330	941
ENSG00000172071	287	409	408	374
ENSG00000172073	0	1	2	1
ENSG00000172081	590	733	849	1028
ENSG00000172086	81	129	210	134
ENSG00000172113	195	227	185	173
ENSG00000172115	3876	4664	3351	2513
ENSG00000172116	0	0	0	0
ENSG00000172123	0	0	1	0
ENSG00000172137	144	105	164	147
ENSG00000172139	1	0	1	0
ENSG00000172146	0	0	0	0
ENSG00000172148	0	0	0	0
ENSG00000172150	0	0	0	0
ENSG00000172154	0	0	0	0
ENSG00000172155	0	0	0	0
ENSG00000172156	0	0	0	0
ENSG00000172159	25	25	16	30
ENSG00000172164	97	109	78	76
ENSG00000172167	320	371	377	222
ENSG00000172171	151	146	177	80
ENSG00000172172	1093	1066	1173	727
ENSG00000172175	1092	1224	749	641
ENSG00000172179	0	0	0	0
ENSG00000172183	45	38	42	94
ENSG00000172186	0	0	0	0
ENSG00000172188	0	0	0	0
ENSG00000172197	276	410	350	277
ENSG00000172199	0	0	0	0
ENSG00000172201	4	4	7	9
ENSG00000172208	0	0	0	0
ENSG00000172209	1	0	0	0
ENSG00000172215	0	0	0	0
ENSG00000172216	466	395	472	344
ENSG00000172232	0	0	0	0
ENSG00000172236	0	0	1	0
ENSG00000172238	5	5	7	5
ENSG00000172239	972	1226	1346	850
ENSG00000172243	0	0	0	0
ENSG00000172244	87	130	110	49
ENSG00000172247	1	0	0	0
ENSG00000172250	0	0	0	1
ENSG00000172260	0	0	0	0
ENSG00000172262	477	649	695	486
ENSG00000172264	6	17	21	9
ENSG00000172269	408	485	460	347
ENSG00000172270	8094	7869	9880	7723
ENSG00000172273	390	453	483	440
ENSG00000172283	0	0	0	0
ENSG00000172288	0	0	0	0
ENSG00000172289	0	0	0	0
ENSG00000172292	1947	2510	2099	1815
ENSG00000172294	0	0	0	0
ENSG00000172296	3	2	4	2
ENSG00000172297	0	0	0	0
ENSG00000172301	539	516	600	381
ENSG00000172315	260	304	286	214
ENSG00000172318	12	27	15	35
ENSG00000172320	0	0	0	0
ENSG00000172322	0	0	0	0
ENSG00000172324	0	0	0	0
ENSG00000172331	199	268	256	207
ENSG00000172336	700	629	802	485
ENSG00000172339	108	148	148	98
ENSG00000172340	952	1304	1009	763
ENSG00000172342	0	0	0	0
ENSG00000172345	59	72	46	48
ENSG00000172346	0	1	0	2
ENSG00000172348	28	36	30	66
ENSG00000172349	0	2	1	0
ENSG00000172350	89	86	109	138
ENSG00000172352	0	0	0	0
ENSG00000172354	2706	2963	3242	3121
ENSG00000172361	12	22	16	16
ENSG00000172362	0	0	0	0
ENSG00000172365	0	0	0	0
ENSG00000172366	176	115	197	102
ENSG00000172367	0	0	0	0
ENSG00000172375	491	545	454	533
ENSG00000172377	0	0	0	0
ENSG00000172379	110	121	88	79
ENSG00000172380	1794	2789	2436	2378
ENSG00000172382	6	18	18	17
ENSG00000172399	0	0	0	3
ENSG00000172403	41	61	49	73
ENSG00000172404	0	0	0	0
ENSG00000172409	332	411	346	228
ENSG00000172410	0	0	0	0
ENSG00000172421	1	0	0	0
ENSG00000172425	2	0	0	0
ENSG00000172426	0	0	0	0
ENSG00000172428	309	230	411	184
ENSG00000172432	668	1004	793	1037
ENSG00000172456	76	93	101	88
ENSG00000172457	0	0	0	0
ENSG00000172458	0	1	2	1
ENSG00000172459	0	0	0	0
ENSG00000172460	28	23	36	42
ENSG00000172461	0	0	0	0
ENSG00000172464	0	0	0	0
ENSG00000172465	0	0	0	3
ENSG00000172466	1466	1945	1400	1195
ENSG00000172468	0	0	0	0
ENSG00000172469	196	422	270	355
ENSG00000172476	0	0	1	0
ENSG00000172478	4	2	0	1
ENSG00000172482	0	0	0	0
ENSG00000172487	0	0	0	0
ENSG00000172489	0	0	0	0
ENSG00000172493	871	1376	1065	1252
ENSG00000172497	0	0	0	0
ENSG00000172500	900	1101	1072	997
ENSG00000172508	7	8	7	10
ENSG00000172519	0	0	0	0
ENSG00000172530	414	484	486	458
ENSG00000172531	2796	3102	3182	2857
ENSG00000172534	2030	2961	2136	2868
ENSG00000172538	0	0	0	0
ENSG00000172543	0	0	0	0
ENSG00000172548	0	0	0	0
ENSG00000172551	0	0	0	0
ENSG00000172554	18	47	37	29
ENSG00000172568	0	0	0	0
ENSG00000172572	16	30	28	31
ENSG00000172575	46	67	65	53
ENSG00000172578	0	0	0	0
ENSG00000172586	338	370	396	249
ENSG00000172590	539	454	606	355
ENSG00000172594	44	73	61	63
ENSG00000172602	28	30	35	38
ENSG00000172613	311	267	346	352
ENSG00000172638	13	16	15	33
ENSG00000172640	0	0	0	0
ENSG00000172650	80	79	105	55
ENSG00000172661	487	692	708	604
ENSG00000172663	217	186	232	198
ENSG00000172667	349	562	484	505
ENSG00000172671	170	245	241	185
ENSG00000172673	0	1	1	0
ENSG00000172680	0	0	0	0
ENSG00000172687	44	59	77	45
ENSG00000172689	0	0	0	0
ENSG00000172716	0	0	0	0
ENSG00000172717	2	1	0	0
ENSG00000172724	0	0	0	0
ENSG00000172725	936	1164	881	1235
ENSG00000172728	262	419	378	334
ENSG00000172731	523	606	488	541
ENSG00000172732	343	350	336	400
ENSG00000172733	1	1	2	2
ENSG00000172738	6	6	7	3
ENSG00000172742	0	0	0	0
ENSG00000172746	0	0	0	0
ENSG00000172748	49	37	75	37
ENSG00000172752	0	1	1	0
ENSG00000172757	11697	12346	14425	11626
ENSG00000172765	403	488	586	565
ENSG00000172766	320	354	377	224
ENSG00000172769	0	0	0	0
ENSG00000172771	8	9	7	14
ENSG00000172772	0	0	0	0
ENSG00000172775	545	623	607	502
ENSG00000172780	110	85	151	218
ENSG00000172782	0	0	0	0
ENSG00000172785	731	808	630	485
ENSG00000172789	21	14	12	13
ENSG00000172794	129	121	154	151
ENSG00000172795	870	1360	1007	946
ENSG00000172799	0	0	0	0
ENSG00000172803	0	0	0	0
ENSG00000172809	5708	5166	6821	3998
ENSG00000172817	0	0	0	0
ENSG00000172818	258	341	337	465
ENSG00000172819	903	1110	1434	1380
ENSG00000172824	1	1	0	0
ENSG00000172828	71	78	87	75
ENSG00000172830	587	693	661	833
ENSG00000172831	459	601	587	499
ENSG00000172840	378	499	375	374
ENSG00000172845	1609	2316	1712	1570
ENSG00000172867	0	0	0	1
ENSG00000172869	443	703	606	649
ENSG00000172878	230	280	265	193
ENSG00000172888	469	543	537	465
ENSG00000172889	832	721	897	797
ENSG00000172890	385	343	427	436
ENSG00000172893	1503	2103	1450	1787
ENSG00000172900	0	0	0	0
ENSG00000172901	13	20	9	20
ENSG00000172912	0	0	0	0
ENSG00000172915	118	189	119	163
ENSG00000172922	219	162	308	155
ENSG00000172927	1175	1360	2316	1993
ENSG00000172932	487	583	509	581
ENSG00000172935	9	10	7	7
ENSG00000172936	332	398	430	317
ENSG00000172938	0	0	0	0
ENSG00000172939	1078	1363	1655	1242
ENSG00000172940	1	1	1	2
ENSG00000172943	629	908	704	847
ENSG00000172954	501	719	255	247
ENSG00000172955	0	0	0	0
ENSG00000172965	258	275	390	303
ENSG00000172967	1	1	0	1
ENSG00000172969	1	0	0	0
ENSG00000172971	0	1	0	0
ENSG00000172974	11	16	22	13
ENSG00000172977	673	862	795	665
ENSG00000172985	0	0	0	0
ENSG00000172986	77	153	117	129
ENSG00000172987	3	4	1	4
ENSG00000172992	234	269	318	247
ENSG00000172995	0	0	0	0
ENSG00000173011	297	350	404	319
ENSG00000173013	9	8	9	9
ENSG00000173020	1550	1695	1978	1657
ENSG00000173039	1492	1677	1474	1698
ENSG00000173040	0	0	0	0
ENSG00000173041	124	233	207	177
ENSG00000173064	822	1073	969	1235
ENSG00000173065	474	668	914	1090
ENSG00000173068	0	1	1	1
ENSG00000173077	0	0	0	0
ENSG00000173080	1	0	0	1
ENSG00000173083	327	425	364	308
ENSG00000173085	230	240	263	156
ENSG00000173093	6	1	4	9
ENSG00000173110	0	1	3	1
ENSG00000173113	2420	2192	2710	1877
ENSG00000173114	0	0	0	0
ENSG00000173120	1537	1906	2083	1827
ENSG00000173124	0	0	0	1
ENSG00000173137	279	249	260	288
ENSG00000173141	538	571	640	485
ENSG00000173145	931	1125	1060	770
ENSG00000173153	765	691	945	785
ENSG00000173156	450	389	700	494
ENSG00000173157	0	0	0	1
ENSG00000173163	130	143	203	151
ENSG00000173166	459	771	574	772
ENSG00000173171	662	597	735	568
ENSG00000173175	2	6	1	4
ENSG00000173193	407	498	648	500
ENSG00000173198	0	0	0	0
ENSG00000173200	0	1	1	1
ENSG00000173207	1536	1468	1666	957
ENSG00000173208	2	7	3	2
ENSG00000173209	273	250	349	278
ENSG00000173210	447	575	466	587
ENSG00000173212	1	1	1	2
ENSG00000173213	1	3	4	3
ENSG00000173214	190	290	252	217
ENSG00000173218	783	1207	1062	959
ENSG00000173221	296	249	315	191
ENSG00000173226	256	270	252	174
ENSG00000173227	93	63	108	81
ENSG00000173230	1293	1568	1749	1553
ENSG00000173231	0	0	0	0
ENSG00000173237	1	0	13	3
ENSG00000173239	0	0	0	0
ENSG00000173250	0	0	0	0
ENSG00000173253	0	0	0	0
ENSG00000173258	134	207	142	145
ENSG00000173261	14	11	17	10
ENSG00000173262	0	1	0	0
ENSG00000173264	182	129	151	166
ENSG00000173267	202	180	238	225
ENSG00000173269	41	109	69	99
ENSG00000173272	558	443	617	348
ENSG00000173273	1005	1488	1089	1129
ENSG00000173275	109	119	146	128
ENSG00000173276	567	785	622	605
ENSG00000173281	299	364	369	369
ENSG00000173285	0	0	0	0
ENSG00000173295	45	44	58	45
ENSG00000173302	0	0	0	0
ENSG00000173320	127	159	141	164
ENSG00000173327	853	945	891	957
ENSG00000173334	6976	9480	6901	5734
ENSG00000173335	0	0	0	0
ENSG00000173338	11	9	9	19
ENSG00000173349	48	88	73	80
ENSG00000173357	0	0	0	0
ENSG00000173366	0	5	2	13
ENSG00000173369	0	0	0	0
ENSG00000173372	0	0	0	0
ENSG00000173376	4	13	4	9
ENSG00000173389	5	7	2	6
ENSG00000173391	0	0	0	0
ENSG00000173401	0	0	0	0
ENSG00000173402	3208	4509	3493	4013
ENSG00000173404	0	0	0	0
ENSG00000173406	0	0	0	0
ENSG00000173409	37	31	46	34
ENSG00000173418	924	1019	1065	679
ENSG00000173421	0	0	0	1
ENSG00000173431	0	0	0	0
ENSG00000173432	0	0	0	0
ENSG00000173436	372	322	594	262
ENSG00000173442	1571	1519	1409	1447
ENSG00000173451	14	31	39	34
ENSG00000173452	0	0	0	0
ENSG00000173456	974	1437	1127	1204
ENSG00000173457	2150	1846	2898	1858
ENSG00000173464	0	0	0	0
ENSG00000173465	405	392	418	383
ENSG00000173467	0	0	0	1
ENSG00000173473	4015	5435	5105	3908
ENSG00000173480	82	132	129	103
ENSG00000173482	203	395	432	466
ENSG00000173486	638	590	731	548
ENSG00000173511	205	215	208	190
ENSG00000173517	561	775	744	809
ENSG00000173530	977	1142	1121	1056
ENSG00000173531	15	21	41	40
ENSG00000173535	55	86	101	138
ENSG00000173540	483	475	518	429
ENSG00000173542	737	1209	941	964
ENSG00000173545	523	554	625	529
ENSG00000173546	756	823	953	1096
ENSG00000173548	212	299	338	406
ENSG00000173557	56	57	45	38
ENSG00000173559	458	526	540	495
ENSG00000173567	1	0	1	1
ENSG00000173572	0	0	0	0
ENSG00000173575	1333	1906	1676	1845
ENSG00000173578	0	0	0	0
ENSG00000173581	9	5	9	10
ENSG00000173585	0	0	1	0
ENSG00000173588	337	361	404	276
ENSG00000173597	0	0	0	0
ENSG00000173598	1291	1810	1703	1272
ENSG00000173599	168	177	282	303
ENSG00000173610	0	0	0	0
ENSG00000173611	253	343	292	272
ENSG00000173612	0	0	0	0
ENSG00000173614	150	193	205	151
ENSG00000173621	547	485	646	492
ENSG00000173626	0	0	0	0
ENSG00000173627	0	0	0	0
ENSG00000173638	873	700	891	467
ENSG00000173641	0	0	0	1
ENSG00000173653	342	382	461	339
ENSG00000173660	2704	2275	3071	1936
ENSG00000173662	0	1	0	3
ENSG00000173673	0	0	0	0
ENSG00000173674	1573	2001	1712	1164
ENSG00000173678	0	0	0	0
ENSG00000173679	0	0	0	0
ENSG00000173681	100	134	135	129
ENSG00000173692	3396	4300	3924	3007
ENSG00000173698	0	0	0	0
ENSG00000173699	0	0	0	0
ENSG00000173702	0	0	0	0
ENSG00000173705	1	0	1	0
ENSG00000173706	207	306	183	319
ENSG00000173714	1	0	0	0
ENSG00000173715	161	217	156	129
ENSG00000173726	3694	4270	3209	2459
ENSG00000173727	74	89	104	61
ENSG00000173728	0	0	0	0
ENSG00000173744	1520	2002	1816	1693
ENSG00000173757	72	95	123	100
ENSG00000173762	0	1	3	4
ENSG00000173769	0	0	0	0
ENSG00000173786	1143	1316	1595	1237
ENSG00000173801	3906	5399	4744	6955
ENSG00000173805	66	46	47	52
ENSG00000173809	2	1	3	2
ENSG00000173810	0	0	0	0
ENSG00000173811	0	0	0	0
ENSG00000173812	5313	5293	5994	4398
ENSG00000173818	277	287	318	307
ENSG00000173821	1302	1459	1467	1732
ENSG00000173825	33	28	21	18
ENSG00000173826	0	0	0	1
ENSG00000173838	1	1	1	0
ENSG00000173846	537	666	863	917
ENSG00000173848	993	1372	1161	970
ENSG00000173852	1986	2710	1415	1479
ENSG00000173862	0	0	0	0
ENSG00000173867	28	43	23	26
ENSG00000173868	89	97	87	148
ENSG00000173875	374	497	441	397
ENSG00000173889	721	1049	950	971
ENSG00000173890	189	251	230	236
ENSG00000173894	1038	1035	859	696
ENSG00000173898	255	283	287	271
ENSG00000173905	296	357	349	334
ENSG00000173908	1	0	0	0
ENSG00000173914	317	311	357	225
ENSG00000173915	1335	1014	1487	804
ENSG00000173917	9	7	4	4
ENSG00000173918	52	60	57	65
ENSG00000173926	31	45	47	77
ENSG00000173928	29	28	37	25
ENSG00000173930	2	2	1	1
ENSG00000173933	1282	1381	1580	1168
ENSG00000173947	32	30	28	17
ENSG00000173950	188	143	319	223
ENSG00000173954	0	0	0	0
ENSG00000173960	380	485	419	366
ENSG00000173966	1	0	0	0
ENSG00000173976	0	0	0	0
ENSG00000173988	0	0	0	0
ENSG00000173991	4	3	3	7
ENSG00000173992	302	284	320	331
ENSG00000174004	0	3	0	0
ENSG00000174007	71	91	92	75
ENSG00000174010	322	383	337	287
ENSG00000174013	856	1107	801	654
ENSG00000174015	0	0	0	0
ENSG00000174016	0	0	0	0
ENSG00000174021	1252	1349	1609	1144
ENSG00000174028	91	146	152	154
ENSG00000174032	664	904	687	493
ENSG00000174038	0	0	0	0
ENSG00000174059	0	0	0	0
ENSG00000174080	0	0	0	0
ENSG00000174099	186	242	127	95
ENSG00000174106	597	802	604	539
ENSG00000174109	245	246	257	210
ENSG00000174123	2	3	3	3
ENSG00000174125	25	38	30	22
ENSG00000174130	70	103	79	84
ENSG00000174132	105	161	158	158
ENSG00000174136	302	348	387	342
ENSG00000174137	8	5	12	7
ENSG00000174145	0	0	0	1
ENSG00000174151	126	139	154	155
ENSG00000174156	0	1	4	0
ENSG00000174165	165	137	161	140
ENSG00000174171	0	2	4	1
ENSG00000174173	743	856	677	450
ENSG00000174175	0	0	0	1
ENSG00000174177	844	864	924	745
ENSG00000174197	1021	1412	1251	1201
ENSG00000174206	203	301	209	175
ENSG00000174225	0	0	0	0
ENSG00000174226	1	1	1	0
ENSG00000174227	504	518	662	466
ENSG00000174231	8708	11497	9992	8942
ENSG00000174233	418	476	710	670
ENSG00000174236	13	3	3	2
ENSG00000174238	1420	1588	1629	1309
ENSG00000174243	2192	2614	2455	1940
ENSG00000174255	2	0	1	0
ENSG00000174276	116	150	193	120
ENSG00000174279	0	0	0	1
ENSG00000174282	643	815	931	954
ENSG00000174292	337	313	388	259
ENSG00000174306	403	591	385	482
ENSG00000174307	365	352	575	458
ENSG00000174325	0	0	0	0
ENSG00000174326	0	0	0	0
ENSG00000174327	59	87	81	128
ENSG00000174332	14	16	19	17
ENSG00000174339	0	0	0	0
ENSG00000174343	2	3	1	2
ENSG00000174348	0	1	1	0
ENSG00000174353	95	111	148	99
ENSG00000174358	0	0	0	0
ENSG00000174365	116	125	130	108
ENSG00000174370	25	46	51	32
ENSG00000174371	682	861	699	448
ENSG00000174373	623	904	796	813
ENSG00000174384	8	9	0	7
ENSG00000174403	0	0	0	0
ENSG00000174405	243	371	238	286
ENSG00000174407	0	0	0	0
ENSG00000174408	0	0	0	0
ENSG00000174417	0	0	0	0
ENSG00000174418	0	0	0	0
ENSG00000174428	36	29	98	55
ENSG00000174429	0	0	0	0
ENSG00000174437	6902	8781	9025	6974
ENSG00000174442	715	798	708	517
ENSG00000174444	32325	36226	35589	28197
ENSG00000174446	270	324	261	160
ENSG00000174448	0	2	1	2
ENSG00000174450	0	0	0	0
ENSG00000174453	0	0	0	0
ENSG00000174456	57	71	89	74
ENSG00000174460	67	62	28	45
ENSG00000174469	95	103	62	59
ENSG00000174473	0	0	0	0
ENSG00000174482	0	0	0	0
ENSG00000174483	180	205	171	184
ENSG00000174485	292	476	393	396
ENSG00000174495	0	0	0	0
ENSG00000174498	10	11	6	11
ENSG00000174500	0	0	0	0
